text	source_full_code	numeric_pinyin	marked_pinyin
里逛了	\lllgud/\eee	li3 guang4 le5	lǐ guàng le
里配了	\lllpvcl\eee	li3 pei4 le5	lǐ pèi le
里钻了	\lll6ufa\eee	li3 zuan1 le5	lǐ zuān le
里长了	\lll7ss/\eee	li3 zhang3 le5	lǐ zhǎng le
里问了	\lll=ucz\eee	li3 wen4 le5	lǐ wèn le
里陌	\lll-rew	li3 mo4	lǐ mò
里除了	\lll8oiu\eee	li3 chu2 le5	lǐ chú le
里面了	\lll-jdz\eee	li3 mian4 le5	lǐ miàn le
里默湖	\lll-rewhoiu	li3 mo4 hu2	lǐ mò hú
重了	7ue/\eee	zhong4 le5	zhòng le
重了吧	7ue/\eeebddd	zhong4 le5 ba5	zhòng le ba
重了点	7ue/\eee]lsz	zhong4 le5 dian3	zhòng le diǎn
重仓了	7ue/5ff;\eee	zhong4 cang1 le5	zhòng cāng le
重伤了	7ue/9ff;\eee	zhong4 shang1 le5	zhòng shāng le
重修了	8oe;1jru\eee	chong2 xiu1 le5	chóng xiū le
重做了	8oe;6uew\eee	chong2 zuo4 le5	chóng zuò le
重写了	8oe;1lxx\eee	chong2 xie3 le5	chóng xiě le
重农轻末	7ue/noe;2jr;-rew	zhong4 nong2 qing1 mo4	zhòng nóng qīng mò
重创了	7ue/8uf;\eee	zhong4 chuang1 le5	zhòng chuāng le
重叠了	8oe;]lcv\eee	chong2 die2 le5	chóng dié le
重合了	8oe;hwer\eee	chong2 he2 le5	chóng hé le
重名了	8oe;-le;\eee	chong2 ming2 le5	chóng míng le
重启了	8oe;2lll\eee	chong2 qi3 le5	chóng qǐ le
重回了	8oe;hocj\eee	chong2 hui2 le5	chóng huí le
重塑了	8oe;4uio\eee	chong2 su4 le5	chóng sù le
重墨	7ue/-rew	zhong4 mo4	zhòng mò
重复了	8oe;[uio\eee	chong2 fu4 le5	chóng fù le
重多了	7ue/]urr\eee	zhong4 duo1 le5	zhòng duō le
重大了	7ue/]fds\eee	zhong4 da4 le5	zhòng dà le
重建了	8oe;3jdz\eee	chong2 jian4 le5	chóng jiàn le
重开了	8oe;qffj\eee	chong2 kai1 le5	chóng kāi le
重影了	8oe;ylw/\eee	chong2 ying3 le5	chóng yǐng le
重恶	7ue/'rew	zhong4 e4	zhòng è
重拾了	8oe;9LKJ\eee	chong2 shi2 le5	chóng shí le
重本抑末	7ue/bxxzyjkl-rew	zhong4 ben3 yi4 mo4	zhòng běn yì mò
重本轻末	7ue/bxxz2jr;-rew	zhong4 ben3 qing1 mo4	zhòng běn qīng mò
重来了	8oe;\sdj\eee	chong2 lai2 le5	chóng lái le
重死了	7ue/4LLL\eee	zhong4 si3 le5	zhòng sǐ le
重活了	7ue/hoer\eee	zhong4 huo2 le5	zhòng huó le
重温了	8oe;=uva\eee	chong2 wen1 le5	chóng wēn le
重演了	8oe;ylsz\eee	chong2 yan3 le5	chóng yǎn le
重点了	7ue/]lsz\eee	zhong4 dian3 le5	zhòng diǎn le
重现了	8oe;1jdz\eee	chong2 xian4 le5	chóng xiàn le
重生了	8oe;9rr;\eee	chong2 sheng1 le5	chóng shēng le
重用了	7ue/`me/\eee	zhong4 yong4 le5	zhòng yòng le
重申了	8oe;9vva\eee	chong2 shen1 le5	chóng shēn le
重看了	8oe;qfdz\eee	chong2 kan4 le5	chóng kàn le
重组了	8oe;6ooo\eee	chong2 zu3 le5	chóng zǔ le
重置了	8oe;7JKL\eee	chong2 zhi4 le5	chóng zhì le
重舟蛾	7ue/7rru'wer	zhong4 zhou1 e2	zhòng zhōu é
重获了	8oe;huew\eee	chong2 huo4 le5	chóng huò le
重装了	8oe;7uf;\eee	chong2 zhuang1 le5	chóng zhuāng le
重要么	7ue/yjdo-eee	zhong4 yao4 me5	zhòng yào me
重要了	7ue/yjdo\eee	zhong4 yao4 le5	zhòng yào le
重视了	7ue/9JKL\eee	zhong4 shi4 le5	zhòng shì le
重读了	8oe;]oiu\eee	chong2 du2 le5	chóng dú le
重走了	8oe;6wwo\eee	chong2 zou3 le5	chóng zǒu le
重起了	8oe;2lll\eee	chong2 qi3 le5	chóng qǐ le
重逢了	8oe;[we;\eee	chong2 feng2 le5	chóng féng le
重量了	7ue/\jd/\eee	zhong4 liang4 le5	zhòng liàng le
野了	ylxx\eee	ye3 le5	yě le
野兔了	ylxxtuio\eee	ye3 tu4 le5	yě tù le
野兽了	ylxx9reo\eee	ye3 shou4 le5	yě shòu le
野去了	ylxx2m,.\eee	ye3 qu4 le5	yě qù le
野味了	ylxx=ucl\eee	ye3 wei4 le5	yě wèi le
野天鹅	ylxxtjfa'wer	ye3 tian1 e2	yě tiān é
野心了	ylxx1jva\eee	ye3 xin1 le5	yě xīn le
野惯了	ylxxgudz\eee	ye3 guan4 le5	yě guàn le
野猪鳄	ylxx7uuu'rew	ye3 zhu1 e4	yě zhū è
野茉莉	ylxx-rew\jkl	ye3 mo4 li4	yě mò lì
野菜了	ylxx5fdl\eee	ye3 cai4 le5	yě cài le
野蚕蛾	ylxx5sda'wer	ye3 can2 e2	yě cán é
野鸡了	ylxx3jjj\eee	ye3 ji1 le5	yě jī le
野鹅	ylxx'wer	ye3 e2	yě é
量了	\jd/\eee	liang4 le5	liàng le
量了吧	\jd/\eeebddd	liang4 le5 ba5	liàng le ba
量多了	\jd/]urr\eee	liang4 duo1 le5	liàng duō le
量大了	\jd/]fds\eee	liang4 da4 le5	liàng dà le
量好了	\jd/hsso\eee	liang4 hao3 le5	liàng hǎo le
量子沫	\jd/6LLL-rew	liang4 zi3 mo4	liàng zǐ mò
量小了	\jd/1lso\eee	liang4 xiao3 le5	liàng xiǎo le
量少了	\jd/9sso\eee	liang4 shao3 le5	liàng shǎo le
金丹了	3jva]ffa\eee	jin1 dan1 le5	jīn dān le
金企鹅	3jva2lll'wer	jin1 qi3 e2	jīn qǐ é
金厄	3jva'rew	jin1 e4	jīn è
金壶墨	3jvahoiu-rew	jin1 hu2 mo4	jīn hú mò
金壶墨汁	3jvahoiu-rew7JJJ	jin1 hu2 mo4 zhi1	jīn hú mò zhī
金娥	3jva'wer	jin1 e2	jīn é
金嬷嬷	3jva-wer-eee	jin1 mo2 mo5	jīn mó mo
金子了	3jva6KKK\eee	jin1 zi5 le5	jīn zi le
金山了	3jva9ffa\eee	jin1 shan1 le5	jīn shān le
金币了	3jvabjkl\eee	jin1 bi4 le5	jīn bì le
金带蛾	3jva]fdl'wer	jin1 dai4 e2	jīn dài é
金海墨	3jvahssl-rew	jin1 hai3 mo4	jīn hǎi mò
金磨坊	3jva-rew[sd;	jin1 mo4 fang2	jīn mò fáng
金羽蛾	3jva`...'wer	jin1 yu3 e2	jīn yǔ é
金苔蛾	3jvatsdj'wer	jin1 tai2 e2	jīn tái é
金蛾	3jva'wer	jin1 e2	jīn é
金贵了	3jvagucl\eee	jin1 gui4 le5	jīn guì le
金鞘蛾	3jva2jdo'wer	jin1 qiao4 e2	jīn qiào é
金额	3jva'wer	jin1 e2	jīn é
金额丝雀	3jva'wer4JJJ2mcx	jin1 e2 si1 que4	jīn é sī què
金额写	3jva'wer1lxx	jin1 e2 xie3	jīn é xiě
金额叶鹎	3jva'weryjcxbvvj	jin1 e2 ye4 bei1	jīn é yè bēi
金额多	3jva'wer]urr	jin1 e2 duo1	jīn é duō
金额大	3jva'wer]fds	jin1 e2 da4	jīn é dà
金额小	3jva'wer1lso	jin1 e2 xiao3	jīn é xiǎo
金额少	3jva'wer9sso	jin1 e2 shao3	jīn é shǎo
金额数	3jva'wer9uio	jin1 e2 shu4	jīn é shù
金额满	3jva'wer-ssz	jin1 e2 man3	jīn é mǎn
金额雀鹛	3jva'wer2mcx-xcj	jin1 e2 que4 mei2	jīn é què méi
金额高	3jva'wergffu	jin1 e2 gao1	jīn é gāo
金鹅	3jva'wer	jin1 e2	jīn é
金鹅蕊	3jva'wer0oxl	jin1 e2 rui3	jīn é ruǐ
釜脐墨	[ooo2lkj-rew	fu3 qi2 mo4	fǔ qí mò
鈋	'wer	e2	é
鈋钝	'wer]ucz	e2 dun4	é dùn
鈪	'rew	e4	è
鉴定了	3jdz]je/\eee	jian4 ding4 le5	jiàn dìng le
銆	-rew	mo4	mò
銆刀	-rew]ffu	mo4 dao1	mò dāo
鋨	'wer	e2	é
鍔	'rew	e4	è
鏌	-rew	mo4	mò
鑩	'rew	e4	è
针对了	7vva]ucl\eee	zhen1 dui4 le5	zhēn duì le
针扎了	7vva7fff\eee	zhen1 zha1 le5	zhēn zhā le
针灸了	7vva3lwo\eee	zhen1 jiu3 le5	zhēn jiǔ le
钉上了	]jr;9fd/\eee	ding1 shang4 le5	dīng shàng le
钉了	]jr;\eee	ding1 le5	dīng le
钉住了	]je/7uio\eee	ding4 zhu4 le5	dìng zhù le
钉入了	]jr;0uio\eee	ding1 ru4 le5	dīng rù le
钉在了	]jr;6fdl\eee	ding1 zai4 le5	dīng zài le
钉死了	]jr;4LLL\eee	ding1 si3 le5	dīng sǐ le
钓上了	]jdo9fd/\eee	diao4 shang4 le5	diào shàng le
钓了	]jdo\eee	diao4 le5	diào le
钓到了	]jdo]fdo\eee	diao4 dao4 le5	diào dào le
钓鱼了	]jdo`.,m\eee	diao4 yu2 le5	diào yú le
钜额	3m,.'wer	ju4 e2	jù é
钝了	]ucz\eee	dun4 le5	dùn le
钝夜蛾	]uczyjcx'wer	dun4 ye4 e2	dùn yè é
钟响了	7ur;1ls/\eee	zhong1 xiang3 le5	zhōng xiǎng le
钟萼木	7ur;'rew-uio	zhong1 e4 mu4	zhōng è mù
钟萼草	7ur;'rew5sso	zhong1 e4 cao3	zhōng è cǎo
钡垩石	bvcl'rew9LKJ	bei4 e4 shi2	bèi è shí
钦佩了	2jvapvcl\eee	qin1 pei4 le5	qīn pèi le
钩住了	grru7uio\eee	gou1 zhu4 le5	gōu zhù le
钩尺蛾	grru8LLL'wer	gou1 chi3 e2	gōu chǐ é
钩沫蝉	grru-rew8sda	gou1 mo4 chan2	gōu mò chán
钩翅蛾	grru8JKL'wer	gou1 chi4 e2	gōu chì é
钩萼	grru'rew	gou1 e4	gōu è
钩萼草	grru'rew5sso	gou1 e4 cao3	gōu è cǎo
钩蛾	grru'wer	gou1 e2	gōu é
钩蝠蛾	grru[oiu'wer	gou1 fu2 e2	gōu fú é
钱上了	2lda9fd/\eee	qian2 shang4 le5	qián shàng le
钱丢了	2lda]jru\eee	qian2 diu1 le5	qián diū le
钱为了	2lda=ucl\eee	qian2 wei4 le5	qián wèi le
钱买了	2lda-ssl\eee	qian2 mai3 le5	qián mǎi le
钱了吧	2lda\eeebddd	qian2 le5 ba5	qián le ba
钱交了	2lda3jfu\eee	qian2 jiao1 le5	qián jiāo le
钱付了	2lda[uio\eee	qian2 fu4 le5	qián fù le
钱借了	2lda3jcx\eee	qian2 jie4 le5	qián jiè le
钱值了	2lda7LKJ\eee	qian2 zhi2 le5	qián zhí le
钱出了	2lda8uuu\eee	qian2 chu1 le5	qián chū le
钱到了	2lda]fdo\eee	qian2 dao4 le5	qián dào le
钱办了	2ldabfdz\eee	qian2 ban4 le5	qián bàn le
钱加了	2lda3jff\eee	qian2 jia1 le5	qián jiā le
钱卖了	2lda-fdl\eee	qian2 mai4 le5	qián mài le
钱去了	2lda2m,.\eee	qian2 qu4 le5	qián qù le
钱吃了	2lda8JJJ\eee	qian2 chi1 le5	qián chī le
钱多了	2lda]urr\eee	qian2 duo1 le5	qián duō le
钱够了	2ldagreo\eee	qian2 gou4 le5	qián gòu le
钱好了	2ldahsso\eee	qian2 hao3 le5	qián hǎo le
钱少了	2lda9sso\eee	qian2 shao3 le5	qián shǎo le
钱开了	2ldaqffj\eee	qian2 kai1 le5	qián kāi le
钱忘了	2lda=ud/\eee	qian2 wang4 le5	qián wàng le
钱成了	2lda8we;\eee	qian2 cheng2 le5	qián chéng le
钱打了	2lda]sss\eee	qian2 da3 le5	qián dǎ le
钱找了	2lda7sso\eee	qian2 zhao3 le5	qián zhǎo le
钱拿了	2ldansdf\eee	qian2 na2 le5	qián ná le
钱挣了	2lda7re/\eee	qian2 zheng4 le5	qián zhèng le
钱换了	2ldahudz\eee	qian2 huan4 le5	qián huàn le
钱掉了	2lda]jdo\eee	qian2 diao4 le5	qián diào le
钱收了	2lda9rru\eee	qian2 shou1 le5	qián shōu le
钱有了	2ldaylwo\eee	qian2 you3 le5	qián yǒu le
钱来了	2lda\sdj\eee	qian2 lai2 le5	qián lái le
钱没了	2lda-xcj\eee	qian2 mei2 le5	qián méi le
钱涨了	2lda7ss/\eee	qian2 zhang3 le5	qián zhǎng le
钱点了	2lda]lsz\eee	qian2 dian3 le5	qián diǎn le
钱用了	2lda`me/\eee	qian2 yong4 le5	qián yòng le
钱省了	2lda9ww/\eee	qian2 sheng3 le5	qián shěng le
钱看了	2ldaqfdz\eee	qian2 kan4 le5	qián kàn le
钱算了	2lda4udz\eee	qian2 suan4 le5	qián suàn le
钱给了	2ldagxxl\eee	qian2 gei3 le5	qián gěi le
钱罢了	2ldabfds\eee	qian2 ba4 le5	qián bà le
钱花了	2ldahuff\eee	qian2 hua1 le5	qián huā le
钱要了	2ldayjdo\eee	qian2 yao4 le5	qián yào le
钱说了	2lda9urr\eee	qian2 shuo1 le5	qián shuō le
钱财了	2lda5sdj\eee	qian2 cai2 le5	qián cái le
钱贵了	2ldagucl\eee	qian2 gui4 le5	qián guì le
钱赔了	2ldapxcj\eee	qian2 pei2 le5	qián péi le
钱赚了	2lda7udz\eee	qian2 zhuan4 le5	qián zhuàn le
钱走了	2lda6wwo\eee	qian2 zou3 le5	qián zǒu le
钱跑了	2ldapsso\eee	qian2 pao3 le5	qián pǎo le
钱还了	2ldahoda\eee	qian2 huan2 le5	qián huán le
钱进了	2lda3jcz\eee	qian2 jin4 le5	qián jìn le
钱退了	2ldatucl\eee	qian2 tui4 le5	qián tuì le
钱送了	2lda4ue/\eee	qian2 song4 le5	qián sòng le
钱陌	2lda-rew	qian2 mo4	qián mò
钱额	2lda'wer	qian2 e2	qián é
钱飞了	2lda[vvj\eee	qian2 fei1 le5	qián fēi le
钱高了	2ldagffu\eee	qian2 gao1 le5	qián gāo le
钳住了	2lda7uio\eee	qian2 zhu4 le5	qián zhù le
钳钩蛾	2ldagrru'wer	qian2 gou1 e2	qián gōu é
钴镆	gooo-rew	gu3 mo4	gǔ mò
钵塞莫	brrr4ffj-rew	bo1 sai1 mo4	bō sāi mò
钻了	6ufa\eee	zuan1 le5	zuān le
钻入了	6ufa0uio\eee	zuan1 ru4 le5	zuān rù le
钻出了	6ufa8uuu\eee	zuan1 chu1 le5	zuān chū le
钻到了	6ufa]fdo\eee	zuan1 dao4 le5	zuān dào le
钻回了	6ufahocj\eee	zuan1 hui2 le5	zuān huí le
钻夜蛾	6ufayjcx'wer	zuan1 ye4 e2	zuān yè é
钻天蓦地	6ufatjfa-rew]jkl	zuan1 tian1 mo4 di4	zuān tiān mò dì
钻研了	6ufaylda\eee	zuan1 yan2 le5	zuān yán le
钻进了	6ufa3jcz\eee	zuan1 jin4 le5	zuān jìn le
钻通了	6ufatur;\eee	zuan1 tong1 le5	zuān tōng le
钾石墨	3lss9LKJ-rew	jia3 shi2 mo4	jiǎ shí mò
铁了心	tlxx\eee1jva	tie3 le5 xin1	tiě le xīn
铁脚木鹅	tlxx3lso-uio'wer	tie3 jiao3 mu4 e2	tiě jiǎo mù é
铁蓦生	tlxx-rew9rr;	tie3 mo4 sheng1	tiě mò shēng
铁蛾	tlxx'wer	tie3 e2	tiě é
铁青了	tlxx2jr;\eee	tie3 qing1 le5	tiě qīng le
铃刺蛾	\le;5JKL'wer	ling2 ci4 e2	líng cì é
铃响了	\le;1ls/\eee	ling2 xiang3 le5	líng xiǎng le
铃夜蛾	\le;yjcx'wer	ling2 ye4 e2	líng yè é
铃钩蛾	\le;grru'wer	ling2 gou1 e2	líng gōu é
铅卷蛾	2jfa3.sz'wer	qian1 juan3 e2	qiān juǎn é
铅墨	2jfa-rew	qian1 mo4	qiān mò
铅锷	2jfa'rew	qian1 e4	qiān è
铎遏	]oer'rew	duo2 e4	duó è
铐上了	qfdo9fd/\eee	kao4 shang4 le5	kào shàng le
铐住了	qfdo7uio\eee	kao4 zhu4 le5	kào zhù le
铓锷	-sd;'rew	mang2 e4	máng è
铜墨	toe;-rew	tong2 mo4	tóng mò
铜头铁额	toe;tweutlxx'wer	tong2 tou2 tie3 e2	tóng tóu tiě é
铜陌	toe;-rew	tong2 mo4	tóng mò
铜驼陌	toe;toer-rew	tong2 tuo2 mo4	tóng tuó mò
铦锷	1jfa'rew	xian1 e4	xiān è
铭刻了	-le;qrew\eee	ming2 ke4 le5	míng kè le
铱锇矿	yjjj'werqud/	yi1 e2 kuang4	yī é kuàng
铲了	8ssz\eee	chan3 le5	chǎn le
铲平了	8sszple;\eee	chan3 ping2 le5	chǎn píng le
铲断了	8ssz]udz\eee	chan3 duan4 le5	chǎn duàn le
铲除了	8ssz8oiu\eee	chan3 chu2 le5	chǎn chú le
银卷蛾	ylca3.sz'wer	yin2 juan3 e2	yín juǎn é
银子了	ylca6KKK\eee	yin2 zi5 le5	yín zi le
银灯蛾	ylca]rr;'wer	yin2 deng1 e2	yín dēng é
银钩蛾	ylcagrru'wer	yin2 gou1 e2	yín gōu é
银钱了	ylca2lda\eee	yin2 qian2 le5	yín qián le
铸就了	7uio3jeo\eee	zhu4 jiu4 le5	zhù jiù le
铸成了	7uio8we;\eee	zhu4 cheng2 le5	zhù chéng le
铸造了	7uio6fdo\eee	zhu4 zao4 le5	zhù zào le
铺上了	puuu9fd/\eee	pu1 shang4 le5	pū shàng le
铺了	puuu\eee	pu1 le5	pū le
铺到了	puio]fdo\eee	pu4 dao4 le5	pù dào le
铺在了	puuu6fdl\eee	pu1 zai4 le5	pū zài le
铺垫了	puuu]jdz\eee	pu1 dian4 le5	pū diàn le
铺好了	puuuhsso\eee	pu1 hao3 le5	pū hǎo le
铺子了	puio6KKK\eee	pu4 zi5 le5	pù zi le
铺平了	puuuple;\eee	pu1 ping2 le5	pū píng le
铺床了	puuu8od;\eee	pu1 chuang2 le5	pū chuáng le
铺开了	puuuqffj\eee	pu1 kai1 le5	pū kāi le
铺成了	puio8we;\eee	pu4 cheng2 le5	pù chéng le
铺满了	puuu-ssz\eee	pu1 man3 le5	pū mǎn le
铺设了	puuu9rew\eee	pu1 she4 le5	pū shè le
铺路了	puuu\uio\eee	pu1 lu4 le5	pū lù le
铼锇法	\sdj'wer[sss	lai2 e2 fa3	lái é fǎ
链鳄	\jdz'rew	lian4 e4	liàn è
销了	1jfu\eee	xiao1 le5	xiāo le
销售了	1jfu9reo\eee	xiao1 shou4 le5	xiāo shòu le
销售额	1jfu9reo'wer	xiao1 shou4 e2	xiāo shòu é
销往了	1jfu=os/\eee	xiao1 wang3 le5	xiāo wǎng le
销掉了	1jfu]jdo\eee	xiao1 diao4 le5	xiāo diào le
销毁了	1jfuhoxl\eee	xiao1 hui3 le5	xiāo huǐ le
销魂了	1jfuhoca\eee	xiao1 hun2 le5	xiāo hún le
锁上了	4oww9fd/\eee	suo3 shang4 le5	suǒ shàng le
锁了	4oww\eee	suo3 le5	suǒ le
锁了吧	4oww\eeebddd	suo3 le5 ba5	suǒ le ba
锁了门	4oww\eee-xca	suo3 le5 men2	suǒ le mén
锁住了	4oww7uio\eee	suo3 zhu4 le5	suǒ zhù le
锁在了	4oww6fdl\eee	suo3 zai4 le5	suǒ zài le
锁坏了	4owwhudl\eee	suo3 huai4 le5	suǒ huài le
锁好了	4owwhsso\eee	suo3 hao3 le5	suǒ hǎo le
锁定了	4oww]je/\eee	suo3 ding4 le5	suǒ dìng le
锁屏了	4owwple;\eee	suo3 ping2 le5	suǒ píng le
锁库了	4owwquio\eee	suo3 ku4 le5	suǒ kù le
锁开了	4owwqffj\eee	suo3 kai1 le5	suǒ kāi le
锁死了	4oww4LLL\eee	suo3 si3 le5	suǒ sǐ le
锁紧了	4oww3lxz\eee	suo3 jin3 le5	suǒ jǐn le
锁进了	4oww3jcz\eee	suo3 jin4 le5	suǒ jìn le
锁门了	4oww-xca\eee	suo3 men2 le5	suǒ mén le
锂石墨	\lll9LKJ-rew	li3 shi2 mo4	lǐ shí mò
锅吃了	gurr8JJJ\eee	guo1 chi1 le5	guō chī le
锅开了	gurrqffj\eee	guo1 kai1 le5	guō kāi le
锅点了	gurr]lsz\eee	guo1 dian3 le5	guō diǎn le
锅端了	gurr]ufa\eee	guo1 duan1 le5	guō duān le
锅贴了	gurrtjvv\eee	guo1 tie1 le5	guō tiē le
锅里了	gurr\lll\eee	guo1 li3 le5	guō lǐ le
锇	'wer	e2	é
锇元素	'wer`.da4uio	e2 yuan2 su4	é yuán sù
锇原子	'wer`.da6LLL	e2 yuan2 zi3	é yuán zǐ
锇海棉	'werhssl-lda	e2 hai3 mian2	é hǎi mián
锇粉	'wer[xxz	e2 fen3	é fěn
锇酸	'wer4ufa	e2 suan1	é suān
锇酸盐	'wer4ufaylda	e2 suan1 yan2	é suān yán
锇酸酐	'wer4ufagffa	e2 suan1 gan1	é suān gān
锇酸钾	'wer4ufa3lss	e2 suan1 jia3	é suān jiǎ
锇铱矿	'weryjjjqud/	e2 yi1 kuang4	é yī kuàng
锈了	1jeo\eee	xiu4 le5	xiù le
锉末	5uew-rew	cuo4 mo4	cuò mò
锋利了	[rr;\jkl\eee	feng1 li4 le5	fēng lì le
锋锷	[rr;'rew	feng1 e4	fēng è
锐额蚤	0ucl'wer6sso	rui4 e2 zao3	ruì é zǎo
错上了	5uew9fd/\eee	cuo4 shang4 le5	cuò shàng le
错买了	5uew-ssl\eee	cuo4 mai3 le5	cuò mǎi le
错乱了	5uew\udz\eee	cuo4 luan4 le5	cuò luàn le
错了	5uew\eee	cuo4 le5	cuò le
错了吗	5uew\eee-ddd	cuo4 le5 ma5	cuò le ma
错了吧	5uew\eeebddd	cuo4 le5 ba5	cuò le ba
错了呗	5uew\eeebcck	cuo4 le5 bei5	cuò le bei
错了啊	5uew\eee'ddd	cuo4 le5 a5	cuò le a
错了没	5uew\eee-xcj	cuo4 le5 mei2	cuò le méi
错了路	5uew\eee\uio	cuo4 le5 lu4	cuò le lù
错人了	5uew0xca\eee	cuo4 ren2 le5	cuò rén le
错付了	5uew[uio\eee	cuo4 fu4 le5	cuò fù le
错估了	5uewguuu\eee	cuo4 gu1 le5	cuò gū le
错位了	5uew=ucl\eee	cuo4 wei4 le5	cuò wèi le
错信了	5uew1jcz\eee	cuo4 xin4 le5	cuò xìn le
错做了	5uew6uew\eee	cuo4 zuo4 le5	cuò zuò le
错到了	5uew]fdo\eee	cuo4 dao4 le5	cuò dào le
错去了	5uew2m,.\eee	cuo4 qu4 le5	cuò qù le
错号了	5uewhfdo\eee	cuo4 hao4 le5	cuò hào le
错吃了	5uew8JJJ\eee	cuo4 chi1 le5	cuò chī le
错哪了	5uewnsss\eee	cuo4 na3 le5	cuò nǎ le
错图了	5uewtoiu\eee	cuo4 tu2 le5	cuò tú le
错在了	5uew6fdl\eee	cuo4 zai4 le5	cuò zài le
错处了	5uew8ooo\eee	cuo4 chu3 le5	cuò chǔ le
错失了	5uew9JJJ\eee	cuo4 shi1 le5	cuò shī le
错对了	5uew]ucl\eee	cuo4 dui4 le5	cuò duì le
错崿	5uew'rew	cuo4 e4	cuò è
错开了	5uewqffj\eee	cuo4 kai1 le5	cuò kāi le
错怪了	5uewgudl\eee	cuo4 guai4 le5	cuò guài le
错愕	5uew'rew	cuo4 e4	cuò è
错愕了	5uew'rew\eee	cuo4 e4 le5	cuò è le
错成了	5uew8we;\eee	cuo4 cheng2 le5	cuò chéng le
错拿了	5uewnsdf\eee	cuo4 na2 le5	cuò ná le
错有了	5uewylwo\eee	cuo4 you3 le5	cuò yǒu le
错杀了	5uew9fff\eee	cuo4 sha1 le5	cuò shā le
错来了	5uew\sdj\eee	cuo4 lai2 le5	cuò lái le
错漠	5uew-rew	cuo4 mo4	cuò mò
错用了	5uew`me/\eee	cuo4 yong4 le5	cuò yòng le
错看了	5uewqfdz\eee	cuo4 kan4 le5	cuò kàn le
错给了	5uewgxxl\eee	cuo4 gei3 le5	cuò gěi le
错花了	5uewhuff\eee	cuo4 hua1 le5	cuò huā le
错莫	5uew-rew	cuo4 mo4	cuò mò
错要了	5uewyjdo\eee	cuo4 yao4 le5	cuò yào le
错觉了	5uew3.cv\eee	cuo4 jue2 le5	cuò jué le
错认了	5uew0vcz\eee	cuo4 ren4 le5	cuò rèn le
错讹	5uew'wer	cuo4 e2	cuò é
错误了	5uew=uio\eee	cuo4 wu4 le5	cuò wù le
错谔	5uew'rew	cuo4 e4	cuò è
错过了	5uewguew\eee	cuo4 guo4 le5	cuò guò le
错进了	5uew3jcz\eee	cuo4 jin4 le5	cuò jìn le
错遌	5uew'rew	cuo4 e4	cuò è
错遻	5uew'rew	cuo4 e4	cuò è
错钱了	5uew2lda\eee	cuo4 qian2 le5	cuò qián le
错错了	5uew5uew\eee	cuo4 cuo4 le5	cuò cuò le
锚纹蛾	-sdu=oca'wer	mao2 wen2 e2	máo wén é
锡莫河	1jjj-rewhwer	xi1 mo4 he2	xī mò hé
锡莫湖	1jjj-rewhoiu	xi1 mo4 hu2	xī mò hú
锡默河	1jjj-rewhwer	xi1 mo4 he2	xī mò hé
锤了	8ocj\eee	chui2 le5	chuí le
锤天蛾	8ocjtjfa'wer	chui2 tian1 e2	chuí tiān é
锤子了	8ocj6KKK\eee	chui2 zi5 le5	chuí zi le
锤角蛾	8ocj3lso'wer	chui2 jiao3 e2	chuí jiǎo é
锥刀之末	7uvj]ffu7JJJ-rew	zhui1 dao1 zhi1 mo4	zhuī dāo zhī mò
锥羽蛾	7uvj`...'wer	zhui1 yu3 e2	zhuī yǔ é
锥颚鳄	7uvj'rew'rew	zhui1 e4 e4	zhuī è è
锦夜蛾	3lxzyjcx'wer	jin3 ye4 e2	jǐn yè é
锦织蛾	3lxz7JJJ'wer	jin3 zhi1 e2	jǐn zhī é
锦舟蛾	3lxz7rru'wer	jin3 zhou1 e2	jǐn zhōu é
锯了	3m,.\eee	ju4 le5	jù le
锯断了	3m,.]udz\eee	ju4 duan4 le5	jù duàn le
锯末	3m,.-rew	ju4 mo4	jù mò
锷	'rew	e4	è
锷弄蝶	'rewnue/]lcv	e4 nong4 die2	è nòng dié
锷锷	'rew'rew	e4 e4	è è
锻炼了	]udz\jdz\eee	duan4 lian4 le5	duàn liàn le
镀上了	]uio9fd/\eee	du4 shang4 le5	dù shàng le
镀了金	]uio\eee3jva	du4 le5 jin1	dù le jīn
镁粉末	-xxl[xxz-rew	mei3 fen3 mo4	měi fěn mò
镆	-rew	mo4	mò
镆干	-rewgfdz	mo4 gan4	mò gàn
镆耶	-rewyjvv	mo4 ye1	mò yē
镆邪	-rew1lcv	mo4 xie2	mò xié
镆釾	-rewyldf	mo4 ya2	mò yá
镆鎁	-rewylcv	mo4 ye2	mò yé
镆铘	-rewylcv	mo4 ye2	mò yé
镇上了	7vcz9fd/\eee	zhen4 shang4 le5	zhèn shàng le
镇住了	7vcz7uio\eee	zhen4 zhu4 le5	zhèn zhù le
镇压了	7vczyjff\eee	zhen4 ya1 le5	zhèn yā le
镇子了	7vcz6KKK\eee	zhen4 zi5 le5	zhèn zi le
镇定了	7vcz]je/\eee	zhen4 ding4 le5	zhèn dìng le
镇扼	7vcz'rew	zhen4 e4	zhèn è
镇遏	7vcz'rew	zhen4 e4	zhèn è
镇静了	7vcz3je/\eee	zhen4 jing4 le5	zhèn jìng le
镜头了	3je/tweu\eee	jing4 tou2 le5	jìng tóu le
镯子了	7oer6KKK\eee	zhuo2 zi5 le5	zhuó zi le
镰钩蛾	\ldagrru'wer	lian2 gou1 e2	lián gōu é
